,MAE_val,RMSE_val,Loss_val,RegLoss_val,epoch,MAE,RMSE,Loss,RegLoss
0,0.40014728903770447,0.5129496455192566,0.5724248886108398,0.0,0,0.27187204360961914,0.40095970034599304,0.23434500396251678,0.0
1,0.3906994163990021,0.5075204372406006,0.6415531635284424,0.0,1,0.28852882981300354,0.4133068025112152,0.2606618106365204,0.0
2,0.974958598613739,1.1905826330184937,3.411813974380493,0.0,2,0.34250396490097046,0.46915358304977417,0.3987630009651184,0.0
3,1.258938193321228,1.5287646055221558,5.8491058349609375,0.0,3,0.4147748351097107,0.5510168075561523,0.8507544994354248,0.0
4,0.9707485437393188,1.2185642719268799,4.491331577301025,0.0,4,0.5052768588066101,0.6616042852401733,1.6017520427703857,0.0
5,1.9475418329238892,2.3534352779388428,13.435733795166016,0.0,5,0.6125333309173584,0.7972996830940247,2.6391923427581787,0.0
6,2.306694269180298,3.058175563812256,22.045595169067383,0.0,6,0.7236838340759277,0.9412906169891357,4.018282890319824,0.0
7,1.3576704263687134,1.7075952291488647,14.688640594482422,0.0,7,0.8142348527908325,1.0627332925796509,5.413593292236328,0.0
8,4.751611232757568,5.965054988861084,127.55500793457031,0.0,8,0.8623415231704712,1.1286226511001587,6.117102146148682,0.0
9,2.262073278427124,2.8909287452697754,24.681055068969727,0.0,9,0.8645663857460022,1.1324872970581055,6.264252185821533,0.0
10,4.237725734710693,5.7560038566589355,90.37580871582031,0.0,10,0.8588433861732483,1.124253511428833,6.116434574127197,0.0
11,4.621731281280518,5.782778263092041,84.30632019042969,0.0,11,0.8342579007148743,1.0911262035369873,5.771079063415527,0.0
12,3.4018192291259766,4.078317165374756,43.30147933959961,0.0,12,0.8094290494918823,1.0557129383087158,5.327325344085693,0.0
13,1.6870585680007935,2.1590416431427,18.401456832885742,0.0,13,0.7738874554634094,1.0095309019088745,4.784701347351074,0.0
14,3.798628807067871,5.786226272583008,71.45350646972656,0.0,14,0.7301328182220459,0.951504111289978,4.129149436950684,0.0
15,1.3136630058288574,1.6301298141479492,8.74416732788086,0.0,15,0.6850448250770569,0.8906177282333374,3.508110284805298,0.0
16,1.217342495918274,1.5761332511901855,8.020858764648438,0.0,16,0.6393153667449951,0.8307735323905945,2.9246857166290283,0.0
17,1.0462723970413208,1.2986624240875244,5.025660991668701,0.0,17,0.5906429886817932,0.7693469524383545,2.4105727672576904,0.0
18,2.7091236114501953,3.4303231239318848,31.130403518676758,0.0,18,0.5445747375488281,0.7100476026535034,1.9453014135360718,0.0
19,0.7514462471008301,0.9456636905670166,3.205307960510254,0.0,19,0.49949541687965393,0.654018223285675,1.5444917678833008,0.0
20,0.9763069748878479,1.2568663358688354,3.845202684402466,0.0,20,0.45675405859947205,0.6011320352554321,1.1974692344665527,0.0
21,0.5712143182754517,0.7312107086181641,2.423424243927002,0.0,21,0.42060980200767517,0.55787593126297,0.9355924725532532,0.0
22,0.8242457509040833,1.035913348197937,2.533740997314453,0.0,22,0.38603436946868896,0.5174405574798584,0.6470808982849121,0.0
23,0.6727648377418518,0.8272980451583862,2.036216974258423,0.0,23,0.35595691204071045,0.4836936593055725,0.4414653480052948,0.0
24,0.47241929173469543,0.6074172258377075,0.8570795655250549,0.0,24,0.3278380036354065,0.4532274901866913,0.3520316779613495,0.0
25,0.5807383060455322,0.7344902753829956,1.1149888038635254,0.0,25,0.30354043841362,0.427998423576355,0.2919282019138336,0.0
26,0.42690280079841614,0.5453915596008301,0.7717524766921997,0.0,26,0.2821751534938812,0.40697625279426575,0.24655748903751373,0.0
27,0.4351302981376648,0.5474450588226318,0.6930898427963257,0.0,27,0.2628593444824219,0.38911765813827515,0.2113344520330429,0.0
28,0.40480250120162964,0.5141496658325195,0.6026925444602966,0.0,28,0.24675236642360687,0.37544333934783936,0.1862926334142685,0.0
29,0.4379177987575531,0.5479401350021362,0.7294080853462219,0.0,29,0.2360430210828781,0.3670467138290405,0.17225943505764008,0.0
